Age,Gender,Education Level,Job Title,Years of Experience,Salary
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
26,Female,Master's Degree,Software Engineer,2.0,75000
39,Male,PhD,Research Scientist,14.0,185000
32,Female,Bachelor's Degree,Marketing Manager,7.0,120000
28,Male,Bachelor's Degree,Graphic Designer,3.0,60000
35,Female,Master's Degree,Data Scientist,10.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Product Manager,8.0,135000
27,Male,Bachelor's Degree,Software Engineer,2.0,70000
36,Female,PhD,Research Director,12.0,175000
24,Male,High School,Delivery Driver,0.0,28000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
33,Female,Master's Degree,Marketing Manager,9.0,135000
27,Male,Bachelor's Degree,Software Engineer,3.0,80000
36,Female,PhD,Research Scientist,13.0,185000
25,Male,Bachelor's Degree,Product Manager,1.0,60000
30,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000
34,Male,PhD,Research Director,12.0,170000
28,Female,Bachelor's Degree,Marketing Analyst,3.0,65000
32,Male,Bachelor's Degree,Product Manager,7.0,120000
24,Female,High School,Receptionist,0.0,25000
38,Male,Master's Degree,Marketing Director,14.0,195000
40,Female,Bachelor's Degree,Financial Manager,16.0,215000
27,Male,Bachelor's Degree,Product Designer,2.0,55000
32,Female,PhD,Data Scientist,9.0,145000
29,Male,Bachelor's Degree,Marketing Analyst,4.0,75000
29,Male,Bachelor's Degree,Sales Associate,2.0,45000
45,Female,Master's Degree,Sales Manager,8.0,80000
37,Male,PhD,Marketing Manager,7.0,90000
23,Female,High School,Sales Executive,1.0,35000
41,Male,Bachelor's Degree,Financial Manager,12.0,120000
26,Female,Bachelor's Degree,Digital Marketing Manager,4.0,60000
33,Male,Master's Degree,Content Marketing Manager,5.0,70000
28,Female,High School,Sales Representative,3.0,40000
50,Male,PhD,Senior Product Marketing Manager,15.0,150000
35,Female,Bachelor's Degree,Junior Sales Representative,2.0,35000
42,Male,Master's Degree,Director of Marketing,13.0,130000
27,Female,Bachelor's Degree,Sales Associate,1.0,35000
48,Male,PhD,Sales Director,18.0,180000
31,Female,High School,Financial Manager,4.0,60000
36,Male,Bachelor's Degree,Sales Manager,6.0,75000
25,Female,Master's Degree,Digital Marketing Manager,3.0,50000
39,Male,PhD,Marketing Manager,10.0,100000
30,Female,High School,Sales Executive,2.0,40000
44,Male,Bachelor's Degree,Content Marketing Manager,11.0,110000
29,Female,Master's Degree,Sales Representative,4.0,55000
47,Male,PhD,Senior Product Marketing Manager,17.0,170000
32,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000
38,Male,Master's Degree,Director of Marketing,9.0,95000
24,Female,High School,Sales Associate,1.0,35000
40,Male,PhD,Sales Director,14.0,140000
34,Female,Bachelor's Degree,Financial Manager,5.0,70000
26,Male,Master's Degree,Digital Marketing Manager,3.0,50000
31,Female,PhD,Marketing Manager,6.0,75000
27,Male,High School,Sales Executive,2.0,40000
43,Female,Bachelor's Degree,Content Marketing Manager,12.0,120000
28,Male,Master's Degree,Sales Representative,2.0,40000
46,Female,PhD,Senior Product Marketing Manager,16.0,160000
33,Male,Bachelor's Degree,Junior Sales Representative,4.0,55000
39,Female,Master's Degree,Director of Marketing,10.0,100000
25,Male,High School,Sales Associate,1.0,35000
41,Female,Bachelor's Degree,Sales Manager,8.0,80000
35,Male,PhD,Marketing Manager,7.0,90000
23,Female,Bachelor's Degree,Sales Executive,1.0,35000
42,Male,Master's Degree,Financial Manager,13.0,130000
26,Female,Bachelor's Degree,Digital Marketing Manager,4.0,60000
32,Male,Master's Degree,Content Marketing Manager,5.0,70000
27,Female,High School,Sales Representative,3.0,40000
50,Male,PhD,Senior Product Marketing Manager,15.0,150000
36,Female,Bachelor's Degree,Junior Sales Representative,2.0,35000
48,Male,Master's Degree,Director of Marketing,18.0,180000
31,Female,High School,Sales Associate,2.0,40000
29,Male,Bachelor's Degree,Sales Director,6.0,75000
45,Female,PhD,Financial Manager,12.0,120000
25,Male,Master's Degree,Digital Marketing Manager,3.0,50000
37,Female,Bachelor's Degree,Marketing Manager,7.0,90000
23,Male,High School,Sales Executive,1.0,35000
41,Female,Bachelor's Degree,Content Marketing Manager,11.0,110000
26,Male,Master's Degree,Sales Representative,3.0,45000
33,Female,PhD,Senior Product Marketing Manager,5.0,70000
28,Male,Bachelor's Degree,Junior Sales Representative,1.0,30000
42,Female,Master's Degree,Director of Marketing,13.0,130000
27,Male,High School,Financial Manager,4.0,60000
50,Female,Bachelor's Degree,Sales Manager,15.0,150000
35,Male,PhD,Marketing Manager,8.0,80000
24,Female,Bachelor's Degree,Sales Executive,1.0,35000
46,Male,Master's Degree,Content Marketing Manager,16.0,160000
29,Female,High School,Sales Representative,2.0,40000
47,Male,PhD,Senior Product Marketing Manager,17.0,170000
31,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000
38,Male,Master's Degree,Director of Marketing,9.0,95000
25,Female,High School,Sales Associate,1.0,35000
39,Male,Bachelor's Degree,Sales Director,10.0,100000
33,Female,PhD,Financial Manager,5.0,70000
27,Male,Master's Degree,Digital Marketing Manager,3.0,50000
43,Female,Bachelor's Degree,Marketing Manager,12.0,120000
28,Male,High School,Sales Executive,2.0,40000
31,Male,Bachelor's Degree,Sales Associate,3.0,50000
46,Female,Master's Degree,Marketing Manager,14.0,140000
27,Male,High School,Sales Executive,2.0,40000
38,Female,Bachelor's Degree,Financial Manager,10.0,100000
24,Male,PhD,Digital Marketing Manager,1.0,30000
33,Female,Master's Degree,Content Marketing Manager,6.0,75000
29,Male,High School,Sales Representative,2.0,40000
50,Female,Bachelor's Degree,Sales Manager,18.0,180000
35,Male,PhD,Senior Product Marketing Manager,8.0,80000
23,Female,Bachelor's Degree,Sales Executive,1.0,35000
41,Male,Master's Degree,Director of Marketing,12.0,120000
26,Female,High School,Financial Manager,3.0,45000
32,Male,Bachelor's Degree,Sales Director,7.0,90000
27,Female,PhD,Marketing Manager,4.0,55000
43,Male,Master's Degree,Content Marketing Manager,16.0,160000
28,Female,Bachelor's Degree,Sales Representative,2.0,40000
47,Male,PhD,Senior Product Marketing Manager,17.0,170000
31,Female,High School,Junior Sales Representative,3.0,40000
38,Male,Master's Degree,Director of Marketing,9.0,95000
25,Female,High School,Sales Associate,1.0,35000
39,Male,Bachelor's Degree,Sales Manager,11.0,110000
33,Female,PhD,Financial Manager,6.0,75000
27,Male,Master's Degree,Digital Marketing Manager,3.0,50000
43,Female,Bachelor's Degree,Marketing Manager,12.0,120000
28,Male,High School,Sales Executive,2.0,40000
50,Female,Master's Degree,Content Marketing Manager,15.0,150000
36,Male,Bachelor's Degree,Sales Representative,5.0,70000
48,Female,PhD,Senior Product Marketing Manager,19.0,190000
31,Male,High School,Junior Sales Representative,3.0,40000
29,Female,Bachelor's Degree,Sales Director,6.0,75000
45,Male,Master's Degree,Director of Marketing,14.0,140000
25,Female,High School,Sales Associate,1.0,35000
41,Male,Bachelor's Degree,Financial Manager,12.0,120000
35,Female,PhD,Marketing Manager,8.0,80000
23,Male,Bachelor's Degree,Sales Executive,1.0,35000
42,Female,Master's Degree,Sales Manager,13.0,130000
26,Male,High School,Digital Marketing Manager,2.0,40000
32,Female,Bachelor's Degree,Content Marketing Manager,7.0,90000
27,Male,PhD,Sales Representative,4.0,55000
50,Female,Master's Degree,Senior Product Marketing Manager,18.0,180000
36,Male,Bachelor's Degree,Junior Sales Representative,3.0,45000
48,Female,PhD,Director of Marketing,19.0,190000
31,Male,High School,Sales Associate,3.0,50000
29,Female,Bachelor's Degree,Financial Manager,4.0,55000
45,Male,Master's Degree,Marketing Manager,13.0,130000
25,Female,High School,Sales Executive,1.0,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000
35,Female,PhD,Senior Product Marketing Manager,9.0,95000
23,Male,Bachelor's Degree,Sales Representative,1.0,35000
42,Female,Master's Degree,Digital Marketing Manager,14.0,140000
26,Male,High School,Sales Manager,2.0,40000
32,Female,Bachelor's Degree,Director of Marketing,8.0,80000
27,Male,PhD,Marketing Manager,4.0,55000
50,Female,Master's Degree,Content Marketing Manager,19.0,190000
36,Male,Bachelor's Degree,Sales Director,6.0,75000
48,Female,PhD,Senior Product Marketing Manager,17.0,170000
31,Male,High School,Sales Associate,3.0,50000
29,Female,Bachelor's Degree,Financial Manager,4.0,55000
45,Male,Master's Degree,Marketing Manager,13.0,130000
25,Female,High School,Sales Executive,1.0,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000
35,Female,PhD,Senior Product Marketing Manager,9.0,95000
23,Male,Bachelor's Degree,Sales Representative,1.0,35000
42,Female,Master's Degree,Digital Marketing Manager,14.0,140000
26,Male,High School,Sales Manager,2.0,40000
32,Female,Bachelor's Degree,Director of Marketing,8.0,80000
27,Male,PhD,Marketing Manager,4.0,55000
50,Female,Master's Degree,Content Marketing Manager,19.0,190000
36,Male,Bachelor's Degree,Sales Director,6.0,75000
48,Female,PhD,Senior Product Marketing Manager,17.0,170000
31,Male,High School,Sales Associate,3.0,50000
29,Female,Bachelor's Degree,Financial Manager,4.0,55000
45,Male,Master's Degree,Marketing Manager,13.0,130000
25,Female,High School,Sales Executive,1.0,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000
35,Female,PhD,Senior Product Marketing Manager,9.0,95000
23,Male,Bachelor's Degree,Sales Representative,1.0,35000
42,Female,Master's Degree,Digital Marketing Manager,14.0,140000
26,Male,High School,Sales Manager,2.0,40000
32,Female,Bachelor's Degree,Director of Marketing,8.0,80000
27,Male,PhD,Marketing Manager,4.0,55000
50,Female,Master's Degree,Content Marketing Manager,19.0,190000
36,Male,Bachelor's Degree,Sales Director,6.0,75000
48,Female,PhD,Senior Product Marketing Manager,17.0,170000
31,Male,High School,Sales Associate,3.0,50000
29,Female,Bachelor's Degree,Financial Manager,4.0,55000
45,Male,Master's Degree,Marketing Manager,13.0,130000
25,Female,High School,Sales Executive,1.0,35000
41,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000
35,Female,PhD,Senior Product Marketing Manager,9.0,95000
23,Male,Bachelor's Degree,Sales Representative,1.0,35000
